,photoid,uid,unickname,datetaken,dateuploaded,capturedevice,title,description,usertags,machinetags,longitude,latitude,accuracy,pageurl,downloadurl,licensename,licenseurl,serverid,farmid,secret,secretoriginal,ext,marker
716,119793,48889115061@N01,Howdy%2C+I%27m+H.+Michael+Karshis,2003-09-30 17:33:36.0,1090950248,OLYMPUS+OPTICAL+CO.%2CLTD+C40Z%2CD40Z,Go+Modern,Entrance+to+the+Van+Gogh+Museum%2C+Amsterdam,"amsterdam,dutch,hmk,holland,karshis,orange,van+gogh+museum",,,,,http://www.flickr.com/photos/48889115061@N01/119793/,http://farm1.staticflickr.com/1/119793_98e7c1f5a2.jpg,Attribution-NonCommercial-ShareAlike License,http://creativecommons.org/licenses/by-nc-sa/2.0/,1,1,98e7c1f5a2,98e7c1f5a2,jpg,0
717,119862,44124383718@N01,Fire+Monkey+Fish,2002-12-17 18:41:56.0,1090951101,,Exposition+Park+Rose+Garden,LA+HCM+%232307%0A%0ANatural+History+Museum+and+rose+garden+in+Exposition+Park%2C+Los+Angeles%2C+California,"cultural,expositionpark,flower,garden,hcm,hcm2307,historic,losangeles,monument,naturalhistorymuseum,nhm,rose,rosegarden,spring",,-118.286941,34.01722,16.0,http://www.flickr.com/photos/44124383718@N01/119862/,http://farm1.staticflickr.com/1/119862_98b31ce5b0.jpg,Attribution-NonCommercial-ShareAlike License,http://creativecommons.org/licenses/by-nc-sa/2.0/,1,1,98b31ce5b0,98b31ce5b0,jpg,0
718,119956,48600072071@N01,doctor+paradox,2004-07-27 11:20:50.0,1090952450,,A+Picture+Share%21,Raintable,"cameraphone,moblog,rain,silver,water",,,,,http://www.flickr.com/photos/48600072071@N01/119956/,http://farm1.staticflickr.com/1/119956_b80cbe40ac.jpg,Attribution-NonCommercial-ShareAlike License,http://creativecommons.org/licenses/by-nc-sa/2.0/,1,1,b80cbe40ac,b80cbe40ac,jpg,0
719,119991,37912375204@N01,Schlomo+Rabinowitz,2004-07-24 21:56:59.0,1090953294,SONY+DSC-V1,Tree,Made+by+a+member+of+the+incredible+Madagascar+Institute.++Where+fine+things+are+built+then+blown+up.,"art,brooklyn,madagascar+institute,new+nation,new+york,party,unfound,vacation",,,,,http://www.flickr.com/photos/37912375204@N01/119991/,http://farm1.staticflickr.com/1/119991_7d7b5a86a1.jpg,Attribution-NonCommercial-NoDerivs License,http://creativecommons.org/licenses/by-nc-nd/2.0/,1,1,7d7b5a86a1,7d7b5a86a1,jpg,0
720,120026,35468132598@N01,inevernu,2004-07-27 11:42:58.0,1090953778,,Negative+metro,Trying+out+the+%22effects%22+on+my+phone+while+waiting+for+the+metro.,"blue,metro,montreal,negative",,,,,http://www.flickr.com/photos/35468132598@N01/120026/,http://farm1.staticflickr.com/1/120026_7dc856f574.jpg,Attribution-ShareAlike License,http://creativecommons.org/licenses/by-sa/2.0/,1,1,7dc856f574,7dc856f574,jpg,0
721,120145,44124383718@N01,Fire+Monkey+Fish,2004-07-27 12:09:28.0,1090955368,,Mural,corner+of+Echo+Park+and+Sunset,"california,echopark,mural",,,,,http://www.flickr.com/photos/44124383718@N01/120145/,http://farm1.staticflickr.com/1/120145_7e47c3731e.jpg,Attribution-NonCommercial-ShareAlike License,http://creativecommons.org/licenses/by-nc-sa/2.0/,1,1,7e47c3731e,7e47c3731e,jpg,0
722,120146,44124383718@N01,Fire+Monkey+Fish,2004-07-27 12:09:33.0,1090955373,,Mural,corner+of+Echo+Park+and+Sunset,"california,echopark,mural",,,,,http://www.flickr.com/photos/44124383718@N01/120146/,http://farm1.staticflickr.com/1/120146_0f0ddc140b.jpg,Attribution-NonCommercial-ShareAlike License,http://creativecommons.org/licenses/by-nc-sa/2.0/,1,1,0f0ddc140b,0f0ddc140b,jpg,0
723,120267,34427469121@N01,George,2004-07-24 20:04:45.0,1090956828,FUJIFILM+FinePix+S5000,Tranquil,Before+the+party+hotted+up%2C+there+were+many%2C+many+performers+of+various+sorts%2C+including+these+ones.,"illuminaires,live+music",,,,,http://www.flickr.com/photos/34427469121@N01/120267/,http://farm1.staticflickr.com/1/120267_f3ef247516.jpg,Attribution-NonCommercial-NoDerivs License,http://creativecommons.org/licenses/by-nc-nd/2.0/,1,1,f3ef247516,f3ef247516,jpg,0
724,120269,34427469121@N01,George,2004-07-24 20:07:05.0,1090956833,FUJIFILM+FinePix+S5000,My+feet,Trigger+happy.,"illuminaires,me,shooting+from+the+hip",,,,,http://www.flickr.com/photos/34427469121@N01/120269/,http://farm1.staticflickr.com/1/120269_5d9bc4c6c3.jpg,Attribution-NonCommercial-NoDerivs License,http://creativecommons.org/licenses/by-nc-nd/2.0/,1,1,5d9bc4c6c3,5d9bc4c6c3,jpg,0
725,120334,34427469121@N01,George,2004-07-26 09:15:13.0,1090957657,FUJIFILM+FinePix+S5000,Catering,This+is+what+I+saw+out+the+front+when+I+got+to+work+yesterday.,stardom,,,,,http://www.flickr.com/photos/34427469121@N01/120334/,http://farm1.staticflickr.com/1/120334_61bf5b99c8.jpg,Attribution-NonCommercial-NoDerivs License,http://creativecommons.org/licenses/by-nc-nd/2.0/,1,1,61bf5b99c8,61bf5b99c8,jpg,0
726,120513,44124484443@N01,nate+steiner,2004-07-27 13:42:53.0,1090960973,,Scotty+and+Maple,Maple+smiles+while+Scotty+holds+her+up+for+iChat,"baby,ichat,maple,nate+steiner,scott",,,,,http://www.flickr.com/photos/44124484443@N01/120513/,http://farm1.staticflickr.com/1/120513_285a86c01e.jpg,Attribution License,http://creativecommons.org/licenses/by/2.0/,1,1,285a86c01e,285a86c01e,jpg,0
727,121010,44124466908@N01,Steve+Rhodes,2004-07-27 12:14:46.0,1090969401,Canon+PowerShot+SD100,Jim+Hightower,%3Ca+href%3D%22http%3A%2F%2Fwww.jimhightower.com%22%3EHightower%3C%2Fa%3E+talked+at+Stacey%27s+before+a+packed+crowd.++He%27ll+also+be+at+the+Women%27s+Building+Tuesday+evening+and+in+Berkeley+on+July+30th.,"books,celebrity,politics,san+francisco",,-122.400489,37.789924,15.0,http://www.flickr.com/photos/44124466908@N01/121010/,http://farm1.staticflickr.com/1/121010_fb9f598d26.jpg,Attribution-NonCommercial-ShareAlike License,http://creativecommons.org/licenses/by-nc-sa/2.0/,1,1,fb9f598d26,fb9f598d26,jpg,0
728,121227,48889038283@N01,izik,2004-07-27 15:56:44.0,1090973328,Minolta+Co.%2C+Ltd.+DiMAGE+A1,Back+of+the+house,The+view+from+the+expansive+backyard+of+our+new+place.,house,,-77.073211,39.044452,12.0,http://www.flickr.com/photos/48889038283@N01/121227/,http://farm1.staticflickr.com/1/121227_9045cddcac.jpg,Attribution License,http://creativecommons.org/licenses/by/2.0/,1,1,9045cddcac,9045cddcac,jpg,0
729,121228,48889038283@N01,izik,2004-07-27 15:57:08.0,1090973332,Minolta+Co.%2C+Ltd.+DiMAGE+A1,The+deck,The+deck+on+the+back+of+our+new+place.,deck,,-77.073211,39.044452,12.0,http://www.flickr.com/photos/48889038283@N01/121228/,http://farm1.staticflickr.com/1/121228_1bdff64189.jpg,Attribution License,http://creativecommons.org/licenses/by/2.0/,1,1,1bdff64189,1bdff64189,jpg,0
730,121437,49502979506@N01,Ryan+Opaz,2004-07-27 19:01:02.0,1090980062,OLYMPUS+OPTICAL+CO.%2CLTD+C300Z%2CD550Z,loopy,%3Ca+href%3D%22http%3A%2F%2Fmaps.google.com%3Fq%3D44.92409904409987%2C-93.3216905593872%28loopy%29%26t%3Dh%22%3ESee+where+this+picture+was+taken.%3C%2Fa%3E+%3Ca+href%3D%22http%3A%2F%2Fwww.flickr.com%2Fgroups%2Fgeotagging%2Fdiscuss%2F72157594165549916%2F%22%3E%5B%3F%5D%3C%2Fa%3E,"black+and+white,cat,lupe,opaz,ryanopaz,tub",,-93.321691,44.924099,16.0,http://www.flickr.com/photos/49502979506@N01/121437/,http://farm1.staticflickr.com/1/121437_74729f22b6.jpg,Attribution-NonCommercial-ShareAlike License,http://creativecommons.org/licenses/by-nc-sa/2.0/,1,1,74729f22b6,74729f22b6,jpg,0
731,121443,49502979506@N01,Ryan+Opaz,2004-07-27 19:01:30.0,1090980090,OLYMPUS+OPTICAL+CO.%2CLTD+C300Z%2CD550Z,stick,%3Ca+href%3D%22http%3A%2F%2Fmaps.google.com%3Fq%3D46.14669623037393%2C-92.86126255989075%28stick%29%26t%3Dh%22%3ESee+where+this+picture+was+taken.%3C%2Fa%3E+%3Ca+href%3D%22http%3A%2F%2Fwww.flickr.com%2Fgroups%2Fgeotagging%2Fdiscuss%2F72157594165549916%2F%22%3E%5B%3F%5D%3C%2Fa%3E,"contrast,hiking,minnesota,opaz,ryanopaz,stick,stone",,-92.861263,46.146696,16.0,http://www.flickr.com/photos/49502979506@N01/121443/,http://farm1.staticflickr.com/1/121443_010cceab93.jpg,Attribution-NonCommercial-ShareAlike License,http://creativecommons.org/licenses/by-nc-sa/2.0/,1,1,010cceab93,010cceab93,jpg,0
732,121933,48600072071@N01,doctor+paradox,2004-07-27 21:43:58.0,1090989838,,thinktwicecloning,shot+of+a+poster+in+Hamburg%2C+Germany%3A+%22You+decide.+Don%27t+give+cloning+a+chance%22,"funny,germany,hamburg,politik",,,,,http://www.flickr.com/photos/48600072071@N01/121933/,http://farm1.staticflickr.com/1/121933_a11c92f994.jpg,Attribution-NonCommercial-ShareAlike License,http://creativecommons.org/licenses/by-nc-sa/2.0/,1,1,a11c92f994,a11c92f994,jpg,0
733,121936,49502967866@N01,russdogg,2004-07-27 21:51:10.0,1090990270,,duiloma+lookout,crazy+lookout+on+the+road+between+towns+on+Vanua+Levu.,fiji,,179.403991,-16.622375,9.0,http://www.flickr.com/photos/49502967866@N01/121936/,http://farm1.staticflickr.com/1/121936_958f98fdbb.jpg,Attribution-NonCommercial License,http://creativecommons.org/licenses/by-nc/2.0/,1,1,958f98fdbb,958f98fdbb,jpg,0
734,121937,49502967866@N01,russdogg,2004-07-27 21:51:14.0,1090990274,,fiji+water,just+a+view+of+the+South+Pacific+ocean+on+our+12+hour+boat+ride+to+Vanua+Levu.,fiji,,179.088134,-16.920194,7.0,http://www.flickr.com/photos/49502967866@N01/121937/,http://farm1.staticflickr.com/1/121937_9eee22db8d.jpg,Attribution-NonCommercial License,http://creativecommons.org/licenses/by-nc/2.0/,1,1,9eee22db8d,9eee22db8d,jpg,0
735,121938,49502967866@N01,russdogg,2004-07-27 21:51:18.0,1090990278,,savusavu,this+is+the+view+from+our+hotel+in+Savusavu.,fiji,,179.761047,-16.680266,9.0,http://www.flickr.com/photos/49502967866@N01/121938/,http://farm1.staticflickr.com/1/121938_88a0d9147e.jpg,Attribution-NonCommercial License,http://creativecommons.org/licenses/by-nc/2.0/,1,1,88a0d9147e,88a0d9147e,jpg,0
736,121939,49502967866@N01,russdogg,2004-07-27 21:51:22.0,1090990282,,savusavu+again,I+love+the+ocean%21,fiji,,179.761047,-16.680266,9.0,http://www.flickr.com/photos/49502967866@N01/121939/,http://farm1.staticflickr.com/1/121939_7078f63839.jpg,Attribution-NonCommercial License,http://creativecommons.org/licenses/by-nc/2.0/,1,1,7078f63839,7078f63839,jpg,0
737,121940,49502967866@N01,russdogg,2004-07-27 21:51:26.0,1090990286,,savusavu+house,Check+out+this+house%2C+its+so+typical+fiji+style.+Just+a+muddy+slippery+path+up+to+a+crazy+isolated+house.+my+mom+asked%2C+%22But+where+is+the+driveway%3F%3F%22,fiji,,179.761047,-16.680266,9.0,http://www.flickr.com/photos/49502967866@N01/121940/,http://farm1.staticflickr.com/1/121940_fa0e85d8c9.jpg,Attribution-NonCommercial License,http://creativecommons.org/licenses/by-nc/2.0/,1,1,fa0e85d8c9,fa0e85d8c9,jpg,0
738,121941,49502967866@N01,russdogg,2004-07-27 21:51:30.0,1090990290,,temple+of+the+growing+rock,This+rock+seriously+grows.+It+was+enough+to+convince+us+to+convert+to+Hinduism.+At+least+for+a+few+hours.+Or+less.,"fiji,russ",,179.544067,-16.351767,9.0,http://www.flickr.com/photos/49502967866@N01/121941/,http://farm1.staticflickr.com/1/121941_edc85bd2e2.jpg,Attribution-NonCommercial License,http://creativecommons.org/licenses/by-nc/2.0/,1,1,edc85bd2e2,edc85bd2e2,jpg,0
739,121942,49502967866@N01,russdogg,2004-07-27 21:51:33.0,1090990293,,Air+Fiji,12+hour+boat+ride+was+enough+once...+we+flew+back.,"fiji,russ",,179.088134,-16.920194,7.0,http://www.flickr.com/photos/49502967866@N01/121942/,http://farm1.staticflickr.com/1/121942_c1c5a93534.jpg,Attribution-NonCommercial License,http://creativecommons.org/licenses/by-nc/2.0/,1,1,c1c5a93534,c1c5a93534,jpg,0
740,121943,49502967866@N01,russdogg,2004-07-27 21:51:37.0,1090990297,,russ+n+pati,Just+happened+across+my+homeboy+Pati+at+the+McDonalds+in+Suva%2C+the+first+McD+in+fiji.,"fiji,russ",,178.427753,-18.129293,12.0,http://www.flickr.com/photos/49502967866@N01/121943/,http://farm1.staticflickr.com/1/121943_ef37d5fccc.jpg,Attribution-NonCommercial License,http://creativecommons.org/licenses/by-nc/2.0/,1,1,ef37d5fccc,ef37d5fccc,jpg,0
741,121946,49502967866@N01,russdogg,2004-07-27 21:51:42.0,1090990302,,russ+n+vili,me+and+my+homie+vili+posin+at+the+Suva+Waterfront.,"fiji,russ",,178.427753,-18.129293,12.0,http://www.flickr.com/photos/49502967866@N01/121946/,http://farm1.staticflickr.com/1/121946_fa8d259217.jpg,Attribution-NonCommercial License,http://creativecommons.org/licenses/by-nc/2.0/,1,1,fa8d259217,fa8d259217,jpg,0
742,122151,37996612193@N01,smith,2004-07-27 06:34:40.0,1090996335,Canon+PowerShot+A80,Sunrise,It+was+smokey+this+morning+in+Howe+Sound+-+the+fires%2C+apparently+-+and+the+sun+rose+with+this+golden+colour+that+was+quite+unusual.,"bowen+island,smoke,snug+cove,sunrise",,,,,http://www.flickr.com/photos/37996612193@N01/122151/,http://farm1.staticflickr.com/1/122151_e0bacdaafb.jpg,Attribution License,http://creativecommons.org/licenses/by/2.0/,1,1,e0bacdaafb,e0bacdaafb,jpg,0
743,122375,37996589754@N01,fo.ol,2004-07-28 01:49:57.0,1091004597,,face-flapping+%231,for+the+%3Ca+href%3D%22http%3A%2F%2Fwww.flickr.com%2Fphotos%2Ftags%2Fflapface%2F%22%3Eflapface%3C%2Fa%3E+project...+apparently+face-flapping+causing+my+eyes+to+roll+back+into+my+head,"flapface,me,self",,,,,http://www.flickr.com/photos/37996589754@N01/122375/,http://farm1.staticflickr.com/1/122375_09784ab3d3.jpg,Attribution-ShareAlike License,http://creativecommons.org/licenses/by-sa/2.0/,1,1,09784ab3d3,09784ab3d3,jpg,0
744,122376,37996589754@N01,fo.ol,2004-07-28 01:50:00.0,1091004600,,face-flapping+%232,for+the+%3Ca+href%3D%22http%3A%2F%2Fwww.flickr.com%2Fphotos%2Ftags%2Fflapface%2F%22%3Eflapface%3C%2Fa%3E+project...+crazy+neck+action+as+well,"flapface,me,self",,,,,http://www.flickr.com/photos/37996589754@N01/122376/,http://farm1.staticflickr.com/1/122376_933e783e06.jpg,Attribution-ShareAlike License,http://creativecommons.org/licenses/by-sa/2.0/,1,1,933e783e06,933e783e06,jpg,0
745,123080,48889095073@N01,MLHS,1993-01-01 00:00:00.0,1091024419,,Guilin+Landscape+-+China,This+part+of+China+was+cool+and+green+and+beautiful.+This+pic+was+taken+back+in+1993.+I+hope+it+still+looks+this+way.,"china,guilin,landscape,mountain",,,,,http://www.flickr.com/photos/48889095073@N01/123080/,http://farm1.staticflickr.com/1/123080_89181353cd.jpg,Attribution-NonCommercial-NoDerivs License,http://creativecommons.org/licenses/by-nc-nd/2.0/,1,1,89181353cd,89181353cd,jpg,0
746,123106,48889095073@N01,MLHS,2004-04-24 07:50:31.0,1091024820,Canon+PowerShot+A70,Matthew+Close+Up,Sometimes+someone+can+take+a+photo+of+you+where+you+see+yourself+in+a+way+you+didn%27t+see+yourself+before.++Cade+did+that+with+this+one.++I+like+it+-+even+with+that+guppy-mouthed+expression+I%27ve+got+on.+Taken+2004.,"face,portrait",,,,,http://www.flickr.com/photos/48889095073@N01/123106/,http://farm1.staticflickr.com/1/123106_0c1974a1b6.jpg,Attribution-NonCommercial-NoDerivs License,http://creativecommons.org/licenses/by-nc-nd/2.0/,1,1,0c1974a1b6,0c1974a1b6,jpg,0
747,123283,48600072071@N01,doctor+paradox,2004-07-28 08:23:40.0,1091028220,,A+Picture+Share%21,Woodenprayer,"buddha,mirror,spirit,unfound,wood",,,,,http://www.flickr.com/photos/48600072071@N01/123283/,http://farm1.staticflickr.com/1/123283_5a28cb5502.jpg,Attribution-NonCommercial-ShareAlike License,http://creativecommons.org/licenses/by-nc-sa/2.0/,1,1,5a28cb5502,5a28cb5502,jpg,0
748,123692,35034346053@N01,harold,2004-07-28 09:44:23.0,1091033063,,crossballs,John+and+James+from+%3Ca+href%3D%22http%3A%2F%2Fwww.kasperhauser.com%2F%22%3EKasper+Hauser%3C%2Fa%3E+make+their+television+debut+on+Comedy+Central.,"james,john,tv",,,,,http://www.flickr.com/photos/35034346053@N01/123692/,http://farm1.staticflickr.com/1/123692_910e72f4d5.jpg,Attribution-NonCommercial-ShareAlike License,http://creativecommons.org/licenses/by-nc-sa/2.0/,1,1,910e72f4d5,910e72f4d5,jpg,0
749,123893,48600072071@N01,doctor+paradox,2004-07-28 10:15:37.0,1091034937,,A+Picture+Share%21,Openwindow,"cameraphone,dewittparkwest,glass,moblog,unfound,window,windows",,,,,http://www.flickr.com/photos/48600072071@N01/123893/,http://farm1.staticflickr.com/1/123893_0848b8e028.jpg,Attribution-NonCommercial-ShareAlike License,http://creativecommons.org/licenses/by-nc-sa/2.0/,1,1,0848b8e028,0848b8e028,jpg,0
750,124029,48889103346@N01,Jonathan+Morgan,2004-07-28 10:42:46.0,1091036566,,DJing+at+Reading+2002,In+2002+I+had+the+opportunity+of+DJing+at+Reading+Festival.++It+was+a+blast.,"2002,dj,djing,graffiti,jonathan+morgan,mixing,motion,reading+festival,summer",,,,,http://www.flickr.com/photos/48889103346@N01/124029/,http://farm1.staticflickr.com/1/124029_04972bf0df.jpg,Attribution-NonCommercial-NoDerivs License,http://creativecommons.org/licenses/by-nc-nd/2.0/,1,1,04972bf0df,04972bf0df,jpg,0
751,124042,49502986700@N01,stonz,2004-07-24 15:01:26.0,1091036730,Canon+PowerShot+S40,i+have.+relatively+big+eyes.+ha%21,these+contact+lens....+makes+my+eyes+look+bigger,"2004,bt,hk,whatisbt%3F",,,,,http://www.flickr.com/photos/49502986700@N01/124042/,http://farm1.staticflickr.com/1/124042_16378aaa75.jpg,Attribution-NonCommercial-ShareAlike License,http://creativecommons.org/licenses/by-nc-sa/2.0/,1,1,16378aaa75,16378aaa75,jpg,0
752,124490,44124450371@N01,mezzoblue,2004-07-28 12:56:20.0,1091044580,,Lamppost+on+Cambie,A+classical-style+lamppost+on+the+Cambie+St.+Bridge.%0D%0A%0D%0AWow%2C+this+looks+ominous.+It+was+a+sunny+day%2C+though%2C+so+the+camera+is+crap.,"cambie,lamppost",,-123.114772,49.268539,16.0,http://www.flickr.com/photos/44124450371@N01/124490/,http://farm1.staticflickr.com/1/124490_3570ae0d90.jpg,Attribution-NonCommercial-NoDerivs License,http://creativecommons.org/licenses/by-nc-nd/2.0/,1,1,3570ae0d90,3570ae0d90,jpg,0
753,124651,35237094214@N01,plindberg,2004-07-27 12:27:47.0,1091047855,NIKON+E3100,At+Astrid+Lindgren%27s+World,%3Ca+href%3D%22http%3A%2F%2Fwww.astridlindgrensworld.com%2F%22%3EHere.%3C%2Fa%3E,"pippi,unfound",,,,,http://www.flickr.com/photos/35237094214@N01/124651/,http://farm1.staticflickr.com/1/124651_56a9fd743c.jpg,Attribution License,http://creativecommons.org/licenses/by/2.0/,1,1,56a9fd743c,56a9fd743c,jpg,0
754,124701,37996623370@N01,julian-,2002-10-23 12:27:03.0,1091049003,FUJIFILM+FinePix6800+ZOOM,strange+plant,Another+photo+I+don%27t+think+I+took%2C+but+was+in+my+photo+library.,"favcol,green,pink,plant,pot",,,,,http://www.flickr.com/photos/37996623370@N01/124701/,http://farm1.staticflickr.com/1/124701_5da7904ed2.jpg,Attribution-NonCommercial-NoDerivs License,http://creativecommons.org/licenses/by-nc-nd/2.0/,1,1,5da7904ed2,5da7904ed2,jpg,0
755,124936,48600072071@N01,doctor+paradox,2004-07-28 15:41:58.0,1091054518,,A+Picture+Share%21,Happyluna,"animal,brooktondale,cameraphone,cassanitis,dog,happy,luna,nose,pet,pets,portrait,smile,unfound",,,,,http://www.flickr.com/photos/48600072071@N01/124936/,http://farm1.staticflickr.com/1/124936_8f48fa804d.jpg,Attribution-NonCommercial-ShareAlike License,http://creativecommons.org/licenses/by-nc-sa/2.0/,1,1,8f48fa804d,8f48fa804d,jpg,0
756,125105,44124450371@N01,mezzoblue,2004-07-28 17:11:32.0,1091059892,,CitySquare,CitySquare+is+a+little+shopping+centre+slash+community+centre+on+Cambie+and+12th.+It%27s+small%2C+but+it%27s+geared+more+toward+those+who+live+nearby+than+a+regular+mall.+All+sorts+of+essential+services+and+classes+and+community+events+and+things+that+don%27t+often+happen+in+the+big+malls.%0D%0A%0D%0AThe+most+interesting+part+is+that+it%27s+built+in+and+around+two+old+converted+schoolhouses+from+the+turn+of+the+century.+The+brick+walls+are+now+indoors%2C+covered+with+a+glass+roof.+It%27s+a+neat+place.,"cambie,citysquare,mall",,-123.115684,49.260859,16.0,http://www.flickr.com/photos/44124450371@N01/125105/,http://farm1.staticflickr.com/1/125105_eb4c9915df.jpg,Attribution-NonCommercial-NoDerivs License,http://creativecommons.org/licenses/by-nc-nd/2.0/,1,1,eb4c9915df,eb4c9915df,jpg,0
757,125110,44124450371@N01,mezzoblue,2004-07-28 17:18:17.0,1091060297,,Random+Construction,A+backhoe+tearing+up+an+old+parking+lot+for+what+appears+to+be+a+new+residential+development%2C+just+off+the+Cambie+St.+Bridge.%0D%0A%0D%0AI+still+have+trouble+accepting+how+many+new+buildings+they%27re+putting+in+RIGHT+BY+THE+BRIDGE%28s%29.+I+would+never+buy+a+suite+so+close+to+a+main+artery.+It%27s+insanity.,"backhoe,cambie,construction",,-123.11489,49.269757,16.0,http://www.flickr.com/photos/44124450371@N01/125110/,http://farm1.staticflickr.com/1/125110_902b579a00.jpg,Attribution-NonCommercial-NoDerivs License,http://creativecommons.org/licenses/by-nc-nd/2.0/,1,1,902b579a00,902b579a00,jpg,0
758,125125,44124450371@N01,mezzoblue,2004-07-28 17:28:16.0,1091060896,,Cops,A+gaggle+of+Vancouver+city+police.+Many%2C+many+more+were+on+the+way+as+I+continued+past.%0D%0A%0D%0ANo%2C+I+don%27t+know+what%27s+going+on%2C+but+it+is+police+property.,"cambie,cambie+st.+bridge,police",,-123.11489,49.269757,16.0,http://www.flickr.com/photos/44124450371@N01/125125/,http://farm1.staticflickr.com/1/125125_9b01bacba1.jpg,Attribution-NonCommercial-NoDerivs License,http://creativecommons.org/licenses/by-nc-nd/2.0/,1,1,9b01bacba1,9b01bacba1,jpg,0
759,125156,44124290694@N01,puregin,2004-07-12 14:33:35.0,1091062030,Minolta+Co.%2C+Ltd.+DiMAGE+Xi,The+Firehall+Theatre,Home+of+many+of+Vancouver%27s+Dance+performances+-+on+Cordova%2C+just+around+the+corner+from+the+police+station.,"firehall,theatre",,,,,http://www.flickr.com/photos/44124290694@N01/125156/,http://farm1.staticflickr.com/1/125156_e7bed31615.jpg,Attribution-NonCommercial-ShareAlike License,http://creativecommons.org/licenses/by-nc-sa/2.0/,1,1,e7bed31615,e7bed31615,jpg,0
760,125370,49502994421@N01,-JYCH%E2%84%A2-,2004-07-25 18:50:31.0,1091066878,NIKON+E2500,-Taipei+Street+I-,Outside+101+building.,"-daily-,jych",,,,,http://www.flickr.com/photos/49502994421@N01/125370/,http://farm1.staticflickr.com/1/125370_f6e017db1a.jpg,Attribution-NonCommercial-NoDerivs License,http://creativecommons.org/licenses/by-nc-nd/2.0/,1,1,f6e017db1a,f6e017db1a,jpg,0
761,125407,49502994421@N01,-JYCH%E2%84%A2-,2004-02-20 09:20:38.0,1091067855,NIKON+E2500,-Sky+I-,Blue+sky+of+shen+ken,"-daily-,jych",,,,,http://www.flickr.com/photos/49502994421@N01/125407/,http://farm1.staticflickr.com/1/125407_11953ce3ad.jpg,Attribution-NonCommercial-NoDerivs License,http://creativecommons.org/licenses/by-nc-nd/2.0/,1,1,11953ce3ad,11953ce3ad,jpg,0
762,125607,35237095202@N01,wootam%21,2004-07-08 23:11:10.0,1091073550,,merlin,faux+kitty+and+me%2C+july+2004.,"kitty,me,merlin,webcam,wootam",,,,,http://www.flickr.com/photos/35237095202@N01/125607/,http://farm1.staticflickr.com/1/125607_2ae64ba720.jpg,Attribution-NonCommercial License,http://creativecommons.org/licenses/by-nc/2.0/,1,1,2ae64ba720,2ae64ba720,jpg,0
763,125731,44124450371@N01,mezzoblue,2004-07-28 22:09:58.0,1091077798,,Symphony+of+Fire,FIREWORKS+AS+SEEN+BY+A+CRAPPY+CAMERA+PHONE+FROM+1KM+AWAY.+TECHNOLOGY+OWNZ11111,"cameraphone,fireworks",,-123.142152,49.261608,16.0,http://www.flickr.com/photos/44124450371@N01/125731/,http://farm1.staticflickr.com/1/125731_4426e66d04.jpg,Attribution-NonCommercial-NoDerivs License,http://creativecommons.org/licenses/by-nc-nd/2.0/,1,1,4426e66d04,4426e66d04,jpg,0
764,126030,44124379481@N01,samgrover,2004-07-28 23:51:10.0,1091083870,,Philly+panorama,A+combination+of+6+photos+created+this+panorama,"autostitch,cg,green,panorama,philadelphia,six,stitched",,,,,http://www.flickr.com/photos/44124379481@N01/126030/,http://farm1.staticflickr.com/1/126030_0172b4be76.jpg,Attribution-NonCommercial License,http://creativecommons.org/licenses/by-nc/2.0/,1,1,0172b4be76,0172b4be76,jpg,0
765,126031,44124379481@N01,samgrover,2003-07-06 15:36:01.0,1091083880,Canon+PowerShot+S200,Portland+Jazz+Festival%2C+2003,Jazz+Festival%2C+2003+at+the+Willamette+waterfront+in+Portland%2C+OR,"2003,canon,festival,jazz,pdx,portland,powershot,s200,waterfront,willamette+river",,,,,http://www.flickr.com/photos/44124379481@N01/126031/,http://farm1.staticflickr.com/1/126031_481d39bbe0.jpg,Attribution-NonCommercial License,http://creativecommons.org/licenses/by-nc/2.0/,1,1,481d39bbe0,481d39bbe0,jpg,0
766,126334,48889125493@N01,lantzilla,2004-07-29 02:00:41.0,1091091641,NIKON+E995,Lounging,On+the+Lido+Deck+of+the+M%2FS+Elation.,"lantzilla,mexico,vacation",,,,,http://www.flickr.com/photos/48889125493@N01/126334/,http://farm1.staticflickr.com/1/126334_58bb8e00a8.jpg,Attribution-NonCommercial-NoDerivs License,http://creativecommons.org/licenses/by-nc-nd/2.0/,1,1,58bb8e00a8,58bb8e00a8,jpg,0
767,126687,48889088828@N01,HyperLemon,2004-07-29 15:11:27.0,1091106717,,sunset+behind+tree,%22Fooling%22+around+with+my+camera%2C+picture+taken+with+my+Pentax+ES+II+with+Hanimex+80mm+-+200mm,"sunset,tree",,,,,http://www.flickr.com/photos/48889088828@N01/126687/,http://farm1.staticflickr.com/1/126687_557d7639fc.jpg,Attribution-NoDerivs License,http://creativecommons.org/licenses/by-nd/2.0/,1,1,557d7639fc,557d7639fc,jpg,0
