imdbid,videoid,description
tt0492492,8C9qRHJxOO0,"Amy and John make up, but he struggles to get a certain disturbing image out of his head."
tt0492492,hFICuHeg-CQ,"Dougie spills the beans about Amy, causing their Dad to fly into a rage."
tt0492492,cH3mtHI91Sk,"John asks Amy to tell him a secret, and she invents a story about sleeping with a female friend in college."
tt0337721,lK93bvZ_fTQ,"Shepherd reads a poem for Charlie, who builds a stretcher to carry Kanaalaq across the snow."
tt0492492,6f_Z5OBzY1k,"Distracted while at the dog park with her boyfriend John, Amy recalls a humiliating mistake from college."
tt0337721,joTY2Wir1w0,"Charlie and Kanaalaq return to their wrecked plane, only to find no evidence of a search and rescue party."
tt0492492,exVcH3m_G5c,John proposes to Amy via the newspaper and she happily agrees.
tt0337721,YY5cUX_o770,Kanaalaq gives Charlie her boots and wishes him well on his journey.
tt0337721,jfk6JSgLdQQ,"Charlie searches a wrecked plane for scraps, but Kanaalaq refuses to disrespect the dead."
tt0337721,Ixj8eXcClLE,Kanaalaq nurses Charlie back to health and reveals that she knows a few words of English.
tt0337721,TzHrqDQ1OJM,An ailing Kanaalaq teaches Charlie how to hunt caribou.
tt0337721,vjeGS4bwPX0,"Kanaalaq teaches Charlie some words in Inuktitut, along with how to hunt and fish."
tt1151359,JMIukdtLDt8,Ken arrives at the Kincaid residence in order to blackmail the brothers.
tt1151359,nNLvDIcBtz8,Bill's negotiations with Buddy don't turn out well.
tt0337721,_wD15vBDzgs,Mechanical problems force Charlie to crash land his plane in the remote Northwest Territories.
tt0337721,54LTsr8IAU4,Charlie refuses to take the ailing Kanaalaq to a hospital until he's bribed with ivory.
tt1151359,sfzVAilcMAM,Accidents happen when Ken doesn't go through with his blackmail plan.
tt1151359,Mb-3XGFTpLQ,Brady's crime is discovered by his family.
tt1151359,A2Eu5xmslWI,Brady and Bolger try negotiating with Pug.
tt1151359,4WuZapvSL0E,Anne attempts to seduce Bill.
tt0079367,O7why8Xo_RQ,Navin gets the shock of his life on his birthday when he learns that he will always be white and that he wasn't born into his family.
tt0095631,HUmelrncGRc,"Jack, Jonathan and Marvin get chased by gunmen in a helicopter while driving."
tt1151359,3hwRv9BXdOw,Bill visits his mother Daisy for the first time in years.
tt1151359,6q5a0W2pxS8,Brady shows his brother Bill his impressive green house.
tt0120601,9V_bukpqoPY,John Malkovich finds Craig and Maxine running J.M. Inc. and demands to be allowed inside the portal.
tt1151359,Lyyc9S3iufk,Bill wakes up to find his presumed deceased brother Brady alive and well.
tt1151359,PTENrQnBtXc,Bill meets an orthodontist on the plane back home.
tt0849470,XVINVuRkUFg,"Lionel corners former classmate Principal Dickwalder, who doesn't respond kindly to his threats."
tt0884224,DbqqjC92PP4,"Walken attempts to fight Hauser, leading them to interrupt the wedding."
tt0884224,Fi51abVO4ac,Hauser and Walken exchange threats before a revelation of Hauser's family is discovered.
tt0849470,CaHL7bVTtQQ,"While trying to track down the party, Principal Dickwalder runs into some scary mafia guys."
tt0884224,8S62emxyIEA,"Marsha gives the media a progress report while the rest of the journalists observe the battle viewer, which keeps reporters safe and offers the corporation complete control on what they see."
tt0849470,xEU2YTN-svo,Principal Dickwalder turns to drugs when Ms. Minn tells him that his favorite student is hosting the party.
tt0849470,HKpWEkSUs9U,"When Cathleen and Ellen come home unexpectedly, Adam takes the opportunity to apologize to Cara."
tt0849470,BFeuE0wAHnI,Principal Dickwalder makes another house visit and takes a beating from dancer Uncle Todd.
tt0104377,e0WpcoS_fU8,A evangelical sermon is led by Preacher Hank Fulton complete with serpents and all.
tt0849470,pieqR7-byq0,"Ellen comes home while Adam is preparing the party, but she's surprisingly proud of his initiative."
tt0849470,ByExQg6WGeE,"Principal Dickwalder announces that the Senior Skip Day party has been cancelled, thanks to Adam."
tt0884224,mZ-yMd-bmCY,Hauser rescues Natalie from terrorists.
tt0849470,0IL5GIcAS70,Adam saves Senior Skip Day by telling Principal Dickwalder about the untimely death of a student.
tt0884224,hrVLeHMpsDY,Walken gets hostile when Hauser decides to leave the life of political espionage and assassination.
tt0884224,Zvbwq_7AeU0,"When a group of thugs break up an interview of Yonica, Hauser cleans house, exposing his trained talents in assassination."
tt0101921,BAXWxuKhcTc,Idgie yells at the defense attorney and Ruth defends her best friend Idgie's reputation on the stand.
tt0884224,OPC2Ahuklt8,Yonica confides in Hauser before her fiance bursts in.
tt0362590,L897JSOP21U,"David notifies his sleazy friend, Jack, that he got fired from his job."
tt0362590,p1YmfANJdDA,David tells Whisper the story of his past and how he got where he is now.
tt0849470,EC3EYlsUiAo,Cathleen and Ellen encourage Adam to attend Senior Skip Day.
tt0884224,bmgWabhgTyI,Hauser meets with The Viceroy at a discrete hidden location under a Popeye's Chicken Restaurant.
tt0884224,j6IS8ftaiKg,Yonica attempts to win the affection of Hauser after he throws up at her rehearsal.
tt0362590,EXmDxa_WlbU,"The partners turn on one another; David kills Jack and shortly after, Wendy kills David."
tt0362590,vU5Weh2-5Ow,"Two days after the bank robbery, it is revealed that David, Jack, Wendy, and Eric were in fact the robbers."
tt0884224,sF6TDdShI-U,Hauser enters an Eastern Arctic pub and assassinates Germans after downing a shot of hot sauce.
tt0362590,v9vgJaU3g1Q,The bank is robbed on David's last day.
tt0362590,_x4ZoZAzlL4,David gets back at his boss by urinating on his painting and threatening his life.
tt0362590,drdEb-EYhHU,"Distraught about his split with Sara, David confides in the prostitute Jack sent him, Whisper."
tt1186367,jYLZsEioFig,"When Masazuka destroys the antidote to the poison given to Namiko, Casey channels his anger to defeat his enemy."
tt1186367,pGeODfpFpUQ,Casey single-handedly takes on a team of trained killers on their own turf.
tt0362590,n9r_Sd0cy6Y,"After being fired, dumped, and having his car stolen, David snaps on his last day on the job."
tt1186367,E7kK38uDEeo,Casey follows Masazuka to the roof but he is unable to rescue Namiko.
tt0362590,Gh3l6sVwMlI,"David goes in for his review hoping for benefits and a bonus, but gets fired by Mr. Gartin instead."
tt1186367,EW4_qWWvxfg,Casey and Namiko fend off a vicious gang of thugs in a subway car.
tt0362590,3eGHDodwIZI,David meets Sara and her parents for dinner and is ambushed with a break-up.
tt1186367,cKFA0tZIc5w,Masazuka infiltrates the police station to kidnap Namiko.
tt1186367,u82elZ1sGVk,Casey and Namiko are ambushed by a gang of thugs searching for the Yoroi Bitsu.
tt0298203,KQOWuUy-7qE,"On his lunch break, Rabbit takes a rapping co-worker down a notch."
tt0298203,uMb3tldMyn0,"While B-Rabbit's friends burn down an abandoned house, Alex shares her belief in him."
tt0298203,DHMF-bVxlkc,"B-Rabbit gets in his first rap battle, and chokes big time. He gets booed off the stage."
tt0118928,8bQQIy5TKZE,Harry and Rachel are terrified when they find out her kids have gone up the mountain to get their grandma.
tt1186367,tRT1ASnVfmo,Casey and Namiko find themselves surrounded by deadly enemies on the streets of New York.
tt0101921,AWMxhZbiXLc,"When Klan member Frank wants to see his child, he gets stopped by Ruth and scorned by Sipsey and ol' Smokey Lonesome."
tt0101921,4LaL9XB_Cx4,"On Ruth's birthday, she unwinds with some booze and a game of baseball."
tt0339727,w9pEL5BVnH0,Mrs. Hengen lectures Mark on his destructive relationship with Dori.
tt0339727,3RWATaK6rC8,"Overcome with her schizophrenia, Dori writes a break-up letter to Mark."
tt1186367,OwBlTJrvL8Y,Masazuka returns to exact revenge upon Sensei for expelling him from the dojo.
tt1186367,Sn25NmBKxSU,"When Masazuka loses his temper during a fight with Casey, Sensei banishes him from the dojo."
tt0104377,s-DcMXlInkU,"Howard takes some target practice in a junkyard, as Anita undoes her top."
tt0104377,X9f_YUaQGWw,"Howard shows off his skill with a pistol to Anita, but fails at pleasing her with his love gun."
tt0339727,uwstRxD2BkA,Dori sings a song for Mark.
tt1186367,mQ13lRBge64,"Sensei explains the history of the Yoroi Bitsu, an armored chest containing the weapons of the last Koga Ninja."
tt0339727,pDv-C_TpyG0,Mark makes a surprised visit to Dori.
tt0339727,idr40IexHQw,Mark brings Dori to his home.
tt0104377,_OabFZytcp8,"Anita is raped by her mother's boyfriend Rooney, then gets her revenge with a gun."
tt0339727,V5B75zKswc8,Mark and Dori go on their first date.
tt0104377,vgEI-Zu4GQE,"When Howard is pursued by a cop, Anita makes sure the cop will never pursue anyone again by shooting him in the head."
tt0104377,3fLWNvP8V98,"Howard and Anita agree to share their darkest secrets with each other. For him, it's being a virgin. For her, it's killing her mom's boyfriend."
tt0339727,KcG5AQMRFVU,"On the eve of graduation, Staff Sergeant Skeer offers a brief sentimental moment with his Platoon."
tt0460732,Z41Lvaw_W6E,"Rachel tells the staff that she got the new job, and Dylan encourages her to forgive Charlie."
tt0460732,MOJFi9-64Qw,"Mike admits to Danny that the gun incident caused him to soil himself, and then he runs into his ex-girlfriend, Laura."
tt0339727,ILwsJ3_o4es,"Mark gets special treatment"" when Staff Sergeant Skeer finds out he joined to avoid a prison sentence."
tt0339727,s4iqKjufJe4,Mrs. Dubois and Mr. Deloach confront their children after an accident.
tt0101921,4lzhxfuOW-A,"Buddy Threadgoode bonds with the young Ruth and his little sister Idgie Threadgoode. However, when his foot gets caught in the train tracks, he has little time to escape."
tt0068699,AjeO7aL1efU,The Stranger leads the unskilled townspeople in some moving target practice.
tt0204946,fWLdsqhYVxM,Torrance dreams of being chosen as Cheer Captain during a big opening Toros cheer number.
tt0097366,mVbGpzsuNjE,Fletch makes a fool of Jimmy Lee Farnsworth by reading him the wrong notes.
tt0118928,n_c7JtDNNUo,Paul decides to get outta town when the volcano starts massive mudslides and flooding.
tt0104377,n57MunvVpIU,Howard sacrifices himself in a shootout with the cops to save Anita from harm.
tt0104377,lfrEnzxJFps,"As the police siege the house, Anita and Howard blow some cops away."
tt0460732,hXCnYkU0Xy8,Dylan swings into action when Lucy fires a shotgun in the cafe.
tt0460732,09iu9EiAtKA,Charlie returns to the kitchen as Dylan lashes out at an irate customer.
tt0339727,qgE9Lbwyzc0,"Mark is framed with ""dirty letters"" at his Catholic High School."
tt0460732,2cSY9R-ka5o,Mike tries to approach Gloria but Lucy accuses him of being a pervert.
tt0460732,d2vcACp2hNw,"Vanessa reluctantly tells Rachel about Lucy, then finds Mike and Danny smoking pot in the men's room."
tt0460732,a4-FtMD0_sk,Angela is disgusted to learn that her fiance David dresses up in her underwear.
tt0388182,Q7w2V95g5ew,Charlie recalls an absurdist story of naked Chinese men washing up along the shores of Southern California.
tt0388182,A0FU6cYM9Vc,"Despite Miranda's insistence that Charlie is having a delusion, he goes ahead and jumps into a river of raw sewage."
tt0460732,bOPnZZMObXU,"Mark discovers that Gloria was a porn actress, and his tirade gets him thrown out by Vanessa and Dylan."
tt0460732,3nRy9hw7tr0,Danny tries to convince Mike that fellow customer Gloria is a porn star.
tt0388182,5DefW3MeD_c,"Working at McDonald's, Miranda takes the order of a young female customer and picks-up her Dad from the hospital."
tt0460732,n_6sNnucN9k,Vanessa criticizes the lasagna made by Tom while Dylan suggests getting their old chef back.
tt0405163,zP0dxHW41kg,"Andy works up the courage to ask his star a favor or two, which ultimately ends up very much in his favor."
tt0405163,Rr_zj8D511s,"When accusations of being gay overwhelm Moose, he decides to fill the role of V's partner for the porn."
tt0388182,-fJwmmnPHok,Miranda opens the refrigerator left by her dad Charlie to discover the lost gold.
tt0388182,1eH4YUzgfN4,"Miranda is surprised to learn from Charlie the meaning of the word ""swinger"" and realizes that her boss is a ""swinger."""
tt0448564,qSU0iCmocCE,Sophie frantically tries to connect the dots of the odd occurrences to Craig.
tt0388182,VIp_DOwafcg,"At the barbeque hosted by swingers, Miranda navigates the terrain of avoiding having to get into a bikini by fake vomiting."
tt0097366,38PbAk_SMdo,"When a police office catches Fletch at a crime scene, Fletch poses as an exterminator and talks his way out."
tt0097366,hsBtuhWw7RM,Fletch's fantasy about his life as a Southern plantation owner leads into a musical number complete with animated animals.
tt0329575,CqgXhXx-EAk,Tick Tock McGlaughlin predicts Seabiscuit's first race at Santa Anita to be an utter failure.
tt0338013,sYEGcfDCysI,"Hoping to make up with Joel, Mary walks in on him listening to his tape and they are confronted by his ugliest vision of her."
tt0097366,k1z5PejkIyY,"When the Ku Klux Klan comes to drive him out, Fletch and Calculus play a trick, sending them fleeing."
tt0329575,AOiL4JRqh7c,Red learns to enjoy his winning streak with Seabiscuit.
tt0388182,ct9y-srjYjk,"When Charlie sells his bass to help Miranda, she encourages him not to give up his dream of finding the lost gold."
tt0800241,AdiEXXKIcpM,"Jessie admits to Grinko that she killed Carlos, just as their train collides with another train."
tt0388182,muBDF7g_mXY,"To the incredulity of Miranda, Charlie discovers the location of the gold is buried six feet under the ground at a Costco store."
tt0800241,9Xy3PgufXHI,"Roy and Jessie escape via train, with Grinko and Kolzak in pursuit."
tt0800241,IHDv7SriHB4,"Jessie and Carlos kiss, but when she tries to stop he chases her and she beats him to death."
tt0388182,Q3QqG1UavAU,"Stopped by Officer Contreras while looking for buried treasure on a private golf course, Charlie makes the most of the opportunity to deliver a pick-up line and get a date."
tt0800241,gL7zD3RjgTg,Kolzak tortures Abby to make Jessie tell Grinko about Carlos.
tt0448564,S63g8N9Wb5c,"Away from the party, Mara expresses a deep interest in Sophie and divulges her own past."
tt0800241,jmCn-jfg8Jk,Roy and Jessie discover the train empty except for Grinko and Kolzak.
tt0448564,-a0vqBmrAh0,"Sophie tells Craig about Mara wearing her missing dress, which leads to the revelation that Mara had been to their house before."
tt0800241,Oa1LpwUBNAA,"Roy assures Jessie that confessing was the right thing, and Jessie discovers the train is suddenly a lot shorter."
tt0448564,tdmGoIYtHzg,"Mara cuts out the photographs of Sophie's children to replace them with her own; a flashback reveals that it was Kate who was Sophie's daughter, not Mara."
tt0800241,Aow66vqHkmU,Jessie and Roy come clean to Grinko about the heroin Carlos planted in her bag.
tt0800241,arbY3Yvs_Sc,"Jessie tries to dispose of the Russian nesting dolls Carlos hid in her luggage, but Grinko keeps a constant watch on her."
tt0448564,LNIKYmO7noI,"Sophie visits Mara in the hospital, where she apologizes for being absent in Mara's life."
tt0448564,DGhV02r8Vq4,"Sophie attempts to calm Mara down, but Mara is ruthless in her attempts to harm Sophie."
tt0448564,l_nlMehIAqk,"While locked in Mara's basement, Sophie makes a life-changing discovery; meanwhile, Mara seduces Craig at the office."
tt0448564,MFx343hujgA,Sophie flees to the basement when she sets off the alarm at Mara's house.
tt0800241,PBXIOvTSzao,"At the train station in Irkutsk, Roy opens up to Carlos about his marital difficulties."
tt0800241,CUJJdnMG7VU,Roy and Jessie befriend Abby and Carlos on the train to Moscow.
tt0338013,dpAoVOU-q60,"Reliving the day they first met, and knowing that it will soon be gone, Joel and Clem decide all they can do is enjoy it."
tt0329575,N1xvQ7iLD0I,The narrator reviews Seabiscuit's troubled journey before he meets Tom.
tt0338013,v9kQdDFUWuk,"While revealing her love for Howard, Mary recites the ""Eternal Sunshine..."" quote by Alexander Pope."
tt0338013,3lX50Lh2Iec,"While chasing Clem through his disappearing dream, Joel starts hearing the technicians talking about them."
tt0330181,ClBUr1FFo4U,"John murders a kid selling a used car, and then sells the car himself."
tt0448564,5F8dAQs8Vo4,Sophie is swarmed by wasps she finds in the ceramic owl Craig gave her.
tt1020543,a_OuIUbxu6U,Cooper destroys the Bug hive and the Queen Bug using his father's C4.
tt1020543,y6daxZDW37Y,"Ethan holds off the Queen bug, allowing Cooper and Sara to escape."
tt0330181,CnT7g2Dit2A,The scenario of Gacy's ultimate apprehension plays out when a bookie comes to collect his debts while Gacy is in the middle of a murder and the police are scoping the residents out.
tt0330181,fD1FCHmu2as,"As detectives discover the horrifying truth hidden under Gacy's house, flashbacks play out of his macabre murders."
tt0448564,AQnQ6irZyFk,"Sophie tries to convince Craig of her suspicions concerning Mara, but he becomes angry and tries to convince her to leave the matter alone."
tt0330181,NAymJ-WVGOI,John hears voices in his head of past victims.
tt0330181,ptj6u-cdPEM,"When detectives can't get a warrent into John's house, they let him know their presence by camping out."
tt0330181,so4D0cpOaUs,John shows Tom some of his home movies.
tt1020543,f7oHNrQzfis,"When Cindy loses her wits, she lures the giant bugs to the rest of the survivors; in the chaos, Sara is taken by the foul creatures."
tt0473464,EmRlXmyl54I,Detective Griffin threatens to implicate Jordan in the murder if he doesn't come up with one million dollars.
tt1020543,gs_g4ai4m3Q,"Al suddenly mutates into a bug hybrid, scaring the bejeezus out of Cooper and the gang."
tt0330181,tTtKhD_s3mA,"John shows his new tenant, Tom his room before eventually confronting Tom's girlfriend."
tt0330181,yjFU7KJH8AY,John picks a gay trick.
tt0473464,rGw2mX72ytQ,Jordan considers a new life with the money he stole from Shay.
tt1020543,Fjb55wq2xuI,Cooper makes a sincere connection with Sara when he reveals that he has also lost a loved one.
tt1020543,iNqWC_4LooU,Sara dissects every aspect of Cooper's upbringing as she shuts down his attempt to hit on her.
tt0330181,LlUWLkrBL_Y,Kara confronts John concerning his homosexual porn stash.
tt0362506,EFmvTRmRtms,"Chrystal asks Joe to relieve her pain, which he does while continuing to share his feelings about their future."
tt0036775,SojaL9M5Pqs,Keyes stops by Walter's apartment to tell him his theory about the murder and almost sees Phyllis hiding in the shadows.
tt0036775,-r_jjQ_idz8,"Walter tries to convince Keyes to not call the cops and let him escape, but he doesn't have the strength to get out the door."
tt0096734,KPpwiCStA54,"As the media descends on the neighborhood, Ray and his wife decide to take a vacation."
tt0329575,4Os7yk5rXtY,"Seabiscuit and Red take their final, victorious race around the track."
tt1020543,Pn4mA5BIzxg,The gang's attempt to make a run for the north is thwarted when the bugs show up and wreak major insect havoc to the max.
tt0473464,8KjvR8FpYaQ,Jordan gets grilled by Detective Griffin about Shay's disappearance.
tt0362506,h75sq4lELLU,"Having been in prison for the last 20 years, Joe asks Chrystal where their relationship stands."
tt0473464,tUmKlW2VmKo,Jordan meets Shay in the library and they make an immediate connection.
tt0473464,WUJNkDE4d98,Jordan photographs a confrontation between Shay and Wade that turns deadly.
tt0362506,mpMweFgS2cg,"The cops come to arrest Joe, who sacrifices himself for Chrystal's eventual happiness."
tt0323939,L5-JXPcM3RQ,"Dean catches up with his old flame, Eve, and confides in her that he's considering retiring from card-playing."
tt1501652,IFbKYqUofRs,Dylan runs through the stages of grief at the empty memorial service of a stranger.
tt0242508,8CsWUwcJgHA,"Trapped in a car, Teddy and Kelly interrogate Alan who is clearly tripping on LSD and having strong hallucinations."
tt0099088,tu-cxDG2mW8,"When Marty's return to the present lands him on the train tracks, the time machine is destroyed."
tt0105435,pm7LihLP7kQ,Bishop impersonates a private investigator in order to trick Elena while getting radio feed from the group.
tt0089560,kearXmroxUM,"Rusty brings Lorrie, a prostitute, home to sleep with Rocky."
tt0087262,p1lnXM7l2_g,Charlie gets mad at her mother Vicky and accidentally sets her hands on fire.
tt0105435,F5bAa6gFvLs,The room heats up when the team tests the black box and discovers its powerful potential.
tt0105435,3obteqT0VJU,Bishop gets paid to rob banks in order to increase their security measures.
tt0105435,oG5vsPJ5Tos,"Donald gives Bishop tips via radio to get through the secure door, but instead of a code, Bishop kicks the door in."
tt0099088,0c-UIkfsk1U,"When Marty stops Mad Dog from shooting Emmett, Mad Dog sets the stage for a showdown."
tt0088128,eq5NSAyQEtI,"Sam's sister, Ginny, is on too many painkillers at her own wedding and barely makes it to the altar."
tt0087262,dCRen85hQ7Q,Andy dreams of the experiment where he first met Vicky and gained his powers.
tt0099088,yo7C-Sp_-MI,Marty shows off his impressive shooting skills to a pushy gun salesman.
tt0099088,wEByIZn5qeU,"When Marty accidentally calls Tannen ""Mad Dog"", Mad Dog makes him dance."
tt0099088,63KOboifCig,Marty travels back to 1885 and finds himself in the middle of a tribe of Indians on the warpath.
tt0087262,hPmV9DBCrfQ,"When she witnesses an arrogant young soldier blowing off his pregnant girlfriend, Charlie sets his feet on fire."
tt0088128,Uv4YAx1nqDM,Sam and the Geek have a frank conversation and the Geek tries to kiss her.
tt0088128,Fjh3TxOHCxE,The Baker Family finds Long Duk Dong passed out on their lawn and learn that he crashed Grandpa's car in the lake.
tt0088128,ACiCfGoVIJA,The Geek holds court in the boy's bathroom where he displays Sam's underwear.
tt0088128,FWvAYNw8r9o,The Geek ambushes Sam and tries to dance with her.
tt0088128,JyJBz7Z2EWE,Long Duk Dong eats dinner with the Bakers and Grandma forces Sam to take him to the dance.
tt0088128,EhAiY3hTPpo,"After Sam's Grandma feels her up, Sam is surprised in her bedroom by Long Duk Dong."
tt0113360,K_LGi3aiF7E,Paul creates a distraction so he can escape a ninja assassin.
tt0113360,W3IgFbCSqSs,"Takeda duels with a man he believes to be his nemesis, Kinjo."
tt0104070,sOA84te9mAw,"With newfound looks and confidence, Helen seduces her ex, Ernest."
tt0088846,3ZPlgOWbkcY,Sam tries to save his dreamgirl Jill from the Ministry of Information.
tt0056592,ojydQ3_FDqI,Jem is terrified when Bob Ewell sneaks up to their car while Atticus speaks with Tom's family inside.
tt0023969,fHmesxUDVz4,Rufus T. Firefly springs a sudden proposal of marriage to a nervous Mrs. Teasdale.
tt0128853,EVlaur-kEds,Joe Fox contemplates the future he could have had with Kathleen Kelly if they weren't at odds over their rival businesses.
tt0128853,3TA-GALQJfM,"Kathleen tells Joe that the man she's been emailing is caring and sensitive, and that Joe is a soulless businessman."
tt0322589,tjsQP94DIfM,"While at the barbershop, Honey gets asked out by Chaz."
tt0396269,sdtIgE33BvQ,"During the Cleary family football game, John flirts with Claire while Jeremy gets sacked."
tt0396269,1KbamNWEfdw,"Mr. Cleary reminds Jeremy that he is a very powerful man, and his daughter isn't just another notch on the belt."
tt0034240,02A2a-aEvmI,"Dressed as a hobo, Sully is shown compassion by a beautiful, but disillusioned young woman (Veronica Lake."
tt0817230,mX5Vqy1ETgM,Grace opens up to Estelle and Edgar a little more so than they had bargained for.
tt1302067,8qohrMCMzLc,Yogi and Boo-Boo build the perfect contraption for snatching picnic baskets.
tt0446029,qSE4dF_Feng,Ramona warns Scott about the perils of dating her.
tt1037705,t4zyH4BsmgQ,"When Carnegie's crew trap Eli and Solara, George provides weapons to fight back."
tt0128853,8yX0E-XQcms,Kathleen is proud of herself for finally speaking her mind.
tt0128853,yRPwDJWhqis,Kathleen and Joe try to guess the meaning behind the screen name that her love interest uses online.
tt0128853,2cjvwTzhG8g,Kathleen finds out that the man she fell in love with online has been Joe Fox all along.
tt1130080,J0WkBVu2C38,"Over Chinese, Mark reveals he's been receiving cash kickbacks from ADM."
tt0396269,YnpzAImvPsc,John interrupts Jeremy's wedding with a confession and an apology to Claire.
tt0167260,GhF060VmS1g,"Gollum talks to himself in a pond, plotting to reclaim the ring from Frodo."
tt0396269,Amd3bMqEdjs,John and Jeremy fight over the rules of wedding crashing when John tries to get some overtime.
tt0396269,3kaShGPva2Q,"When Janice offers to set Jeremy up on a date, he proceeds to say no by listing all possible perils of dating."
tt1020543,Bu3n2LEcUbg,The survivors visit what's left of Cindy's family and encounter a freakish human-bug hybrid.
tt0473464,b3DNx3kLY58,"When Detective Griffin tries to double-cross Jordan, Shay shows up to save him."
tt0473464,v8YgSZAbKgQ,"Shay takes Jordan to the money, but he has second thoughts about their plan."
tt0330181,ccNvps_rac8,John slams a hammer into Dave's skull after hearing the voice of his dead father.
tt0473464,HJhNgjVydac,Jordan photographs Shay as she plays the cello.
tt0473464,yyYfKxW1T8Q,Jordan learns that Shay knows about the photography scandal that got him kicked out of his last school.
tt0362506,Wc2CaWm1Gno,Joe recounts to Chrystal how he saw their late son in the woods.
tt1020543,8nHwpjCIJqM,Cooper awakens from his cocoon and suddenly finds himself in a struggle with an enormous and ugly beetle.
tt0362506,kt5pjPdRDVU,"Having run Crystal off the road to a dead end, Snake instructs his crew to gang-rape her."
tt0362506,F9ktw07IEr0,"Charlie reveals his romantic intentions to Chrystal, but she tells him she's still holding out for Joe."
tt0362506,SL40LOsREzE,Joe saves the day by shooting Ned and Snake from a hiding place in the trees.
tt0923671,yAbQlHZz4tU,Tension mounts at the radio station when Nina discovers a bloody tissue.
tt0362506,KMUDG7AOw1w,"Told by a psychic that her deceased baby is figuratively stuck in her neck and therefore causing her neck pain, Chrystal begs Joe to cut it out."
tt0280609,CoHgpkuV1hU,Cooper defeats Ryan in werewolf form with a little help from Sam the Dog.
tt0280438,EEGg9AZmHZ4,Francis confronts Callie when she spreads rumors thats Francis' dead brother has been walking around the neighborhood.
tt0280609,P5ooU8rf1f0,Wells forces Cooper into the cellar just as he begins to transform into a werewolf.
tt0362506,oEOsbgXpiNg,Snake and Larry try to recruit Joe to join in on their pot-growing partnership.
tt0230169,-nXBi-mtvR8,Ed shoots and abducts Mary Hogan in her bar.
tt0280609,bw0-q-wjSIM,Megan admits to betraying the men and transforms into a werewolf.
tt0230169,_SVlezvh3zk,Ed dances in the moonlight wearing the skin of dead women after Collette turns him down for a date.
tt0280609,UaqCBqd8NcA,"Confessing that the others were bait, Ryan transforms into a werewolf and escapes."
tt0230169,EVdo5BfJMCQ,Brian threatens to kill Ed in cold blood before the Sheriff intervenes for the arrest.
tt0230169,JhtaGVmtcwU,Ed loads a display rifle and murders Collette in her store.
tt0280609,qemi7V4jUjk,"Spoon creates a distraction as Joe hotwires a Land Rover, but a werewolf awaits him in the back seat."
tt0802948,MYpqwTSpp_E,The jury renders its decision on Gertrude's fate for the torture and death of Sylvia Likens.
tt0362506,fuJceBJIp8k,"Joe settles some unfinished business with Snake by slapping him silly in a ""redneck fight club"" gathering."
tt0230169,5GlQJ1kKxMA,Ed fantasizes about having dinner with Mary.
tt0230169,_Gm42rDEb38,Ed explodes on his brother when they are talking about their mother.
tt0230169,AZ_MUktgWxg,Jim pays a visit to Ed's house after Mary's abduction.
tt0280609,Wjm3qeQvGxs,"When the werewolves cut the power, the soldiers defend the house with every weapon at their disposal."
tt0280609,Z0092DSphF0,"Cooper and Spoon return to the truck, only to find that the werewolves have made it inoperable."
tt0802948,Yhiy0ZHMyik,Paula helps Sylvia escape under the cover of darkness.
tt0802948,iJsNpzHlrgs,"Unable to handle her eldest daughter walking out on her, Gertrude takes out her inner misery onto Sylvia in a most brutal and inhumane manner."
tt0230169,cqeUgjPpCCM,Ed gives Virginia the full tour of the first floor of his home.
tt0280609,-oWSoBQzQNA,"On the run from a pack of werewolves, the soldiers are rescued by Megan in her truck."
tt0802948,Htt0B7bZ4tI,A guilt-stricken Gertrude confides in Sylvia the hardships that she has gone through in raising her family.
tt0230169,BlG0jGX34i8,Ed's terrible secret is discovered when the boys he is babysitting find his room.
tt0280609,QMDO-3fqU0c,"While retreating from unseen forces, Bruce gets impaled on a tree branch."
tt0280438,uHEG_fTDZss,Uncle Handy sees Sean for the first time since his supposed death three years earlier.
tt0280438,c8pZIocR-lQ,Moran and his men confront Francis at his bar where a shootout ensues.
tt0802948,zlRuCc0kYQ0,The Baniszewski children and their friends testify to their willful ignorance in the abuse and torture of Sylvia.
tt0280438,n3TNGpjl-kM,Jimmy Burke and Red Kelly chase the Sullivan's when they pot them in Brooklyn.
tt0280609,32me3lMxEDU,A couple meets a grisly end while camping in the Scottish Highlands.
tt0323939,Vy4OBSqz5dw,Charlie and Vernon invite Larry in to be their third partner.
tt0323939,60Sc8RmA458,"Vernon visits his old mentor, The Professor"" at The Magic Castle, where he is reminded of what really matters."
tt0802948,wY6sZJKyxo8,Sylvia is violated as she endures more savage abuse at the hands of Gertrude.
tt0802948,eu2OiA65JOA,"Suspicious of Sylvia's whereabouts and actions, Gertrude resorts to cruel and ruthless punishment in order to make an example of her."
tt0280438,cP95rCyLijI,Francis confronts Grace after she discovers the truth about her husband and his brother.
tt0323939,JpYjN3cZR3U,"With everyone in a stand-off, The Dean and Vernon reveal their final hand."
tt0280438,dKMVUS6TC2A,Father Manhoney tells the truth about Sean to Grace.
tt0323939,lIOwxzY4M6s,"Using his juice-tagged cards to see through them, The Dean shoves all in; Vernon's accomplices pitch in so he can match The Dean's bet."
tt0280438,_5UWCkgkSzA,Francis scolds Sean when he discovers his brother snuck out the night before.
